"ID";"SculpName";"Photo";"Author";"ManufactYear";"Material";"Description";"LocationPlace";"Longitude_WGS84";"Latitude_WGS84";"global_id";"geodata_center";"geoarea";
"450";"«Адам»";"f4114325-2537-465f-923f-a51cbd6b1572";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058879134";"";"";
"451";"«Ева»";"410e2d1d-6b7c-49ab-b209-afd1d6fceaea";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058879166";"";"";
"452";"«Волк» (С поджатой лапой)";"8ee63854-0a07-457d-9b6c-9561f2ff7ef1";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058879589";"";"";
"453";"«Кайман»";"752b79dd-02f7-4807-8337-63f44facd519";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058879873";"";"";
"454";"«Лось»";"a46009b0-77fb-4809-8fd7-5208569a58ac";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058879944";"";"";
"455";"«Бык»";"fa4817b2-a788-4b2a-b268-50b7b999628c";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058880036";"";"";
"456";"«Рыба»";"445852de-c882-4fff-a127-0054d3f81b73";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058880136";"";"";
"457";"«Точильщик» Из серии «Горожане»";"ccc5be2c-48ff-47bb-944b-90a2e06f6f95";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058880330";"";"";
"458";"«Сказки Пушкина» (Дуб)";"ecd7cd70-e4f4-44da-b144-8cb42c021f45";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058880610";"";"";
"459";"«Стела со скелетом рыбы»";"633ac52c-e3bf-4850-90ab-203ea61e143d";"Церетели Зураб Константинович";"";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058880732";"";"";
"460";"«Композиция с ангелами держащими в руках свечи»";"d416e64c-1357-4ff5-94af-cc73cdba43ec";"Церетели Зураб Константинович";"";"Бронза, металл, мозаика";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058880749";"";"";
"461";"Без названия (Стела с якорями)";"dca1c4c1-e521-45de-83f0-d24d9977957d";"Церетели Зураб Константинович";"";"Металл, медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058880958";"";"";
"462";"Без названия (Стела с гербом)";"87840148-a08b-40eb-b0b6-fe1c9a7b4624";"Церетели Зураб Константинович";"";"Металл, медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058881051";"";"";
"463";"«Рельефная композиция с африканским сюжетом»";"77e06c40-deb3-415d-9370-08b7b731759a";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058881204";"";"";
"464";"«Композиция с маской птицей и пауками»";"4743b548-9b36-4293-b5f8-a160d50cd724";"Церетели Зураб Константинович";"";"Металл, медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058881320";"";"";
"465";"«Композиция с каской»";"6c5429b4-bedc-434d-b9be-26aed93ab423";"Церетели Зураб Константинович";"";"Металл, медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058881415";"";"";
"466";"«Мальчик с флейтой»";"e2745412-11bb-4f30-b2a5-d35f8e2dce65";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058881474";"";"";
"467";"«Продавец рыбы» Из серии «Горожане»";"ff1ddd63-789a-4531-aaeb-cef1aeef2658";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058881523";"";"";
"468";"Без названия (Игра) из серии «Горожане»";"84d849e1-8374-41b5-9d98-63cbb920f61f";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058881664";"";"";
"469";"«Волк» (Сидящий)";"85ba1abe-5625-485b-97f4-6d82269eb40b";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058881820";"";"";
"470";"«Пантера»";"b7335ea5-057f-435e-a8af-368209f23358";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058881923";"";"";
"471";"«Обезьяны»";"cc571289-cae3-444d-9d76-dcdca2c8859a";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058882116";"";"";
"472";"«Слоник»";"4978949f-eacd-4f78-9100-d3976806fc4b";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058882224";"";"";
"473";"«Волк»";"43a4aee9-05ed-4d22-839b-2b8e687459a9";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058884972";"";"";
"474";"«Композиция с паутиной»";"35f7d4aa-7a3b-48ac-9d5b-e63e7b75d857";"Церетели Зураб Константинович";"";"Бронза, медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058885756";"";"";
